# timestamp tx ty tz qx qy qz qw
1618923612.1440308094024658 0.0000000000000000 0.0000000000000000 0.0000000000000000 0.0000045534747357 -0.0000036988203903 -0.0000004458798294 0.9999999999826928
1618923612.4040319919586182 -0.0000957598304157 0.0003639666101067 -0.0028667674382760 0.0000256611923277 -0.0000006849815649 -0.0000525634918120 0.9999999982890571
1618923612.6640319824218750 -0.0002507252836305 0.0011613397531832 -0.0078892549429038 0.0000825373133232 0.0000216099096854 -0.0000968771088402 0.9999999916677157
1618923612.9240319728851318 -0.0002778470563569 0.0021585675111866 -0.0116214652989923 0.0001311892109175 -0.0000461183951390 -0.0001638633903109 0.9999999769056368
1618923613.1841340065002441 -0.0002900361781341 0.0030861364728912 -0.0138675504288273 0.0001268388232154 -0.0000268429324016 -0.0001813950707980 0.9999999751435986
1618923613.4441330432891846 -0.0003108307346646 0.0037754034593252 -0.0151294454089726 0.0001623976344118 -0.0000111330830826 -0.0002097391097715 0.9999999647562835
1618923613.7041330337524414 -0.0002296522851055 0.0043114342228018 -0.0158335618261659 0.0001988457873001 -0.0000909383469838 -0.0002569745385362 0.9999999430773261
1618923613.9642329216003418 -0.0001094840456574 0.0047201597749726 -0.0162157650043920 0.0002517198536012 -0.0001067706696652 -0.0002319846608570 0.9999999357101251
1618923614.2242348194122314 -0.0000757609649628 0.0049820280764040 -0.0164634893170962 0.0003247273407877 -0.0000646256973254 -0.0002338037771568 0.9999999178557288
1618923614.4842798709869385 -0.0000826937355660 0.0051523981278729 -0.0166090667589476 0.0002842431927062 -0.0001183935231461 -0.0002189351513992 0.9999999286280861
1618923614.7443339824676514 -0.0000679682133814 0.0052755823576109 -0.0166761812007848 0.0003441876993373 -0.0000617060980835 -0.0002989638571157 0.9999998941738915
1618923615.0043339729309082 -0.0000352563560159 0.0053394093709221 -0.0167270103170997 0.0003831137731069 -0.0000970186124982 -0.0002846605534821 0.9999998813897890
1618923615.2643380165100098 -0.0000407615965101 0.0053567463892028 -0.0167864327280002 0.0003656068040768 -0.0000834045149357 -0.0002919132117426 0.9999998870810068
1618923615.5243339538574219 -0.0000750162649580 0.0053742497313280 -0.0168596469571776 0.0004275997605134 -0.0000800847133210 -0.0003004716034206 0.9999998602308376
1618923615.7844808101654053 -0.0000347049067126 0.0053927662526240 -0.0169078761186002 0.0004135215338267 -0.0001086527549378 -0.0002716065168511 0.9999998717121994
1618923616.0444359779357910 -0.0000368673984784 0.0054090844198312 -0.0169609692311043 0.0004714279629116 -0.0000929328870207 -0.0002887154508891 0.9999998428812558
1618923616.3044350147247314 -0.0000412655559236 0.0054198409548789 -0.0169791153222686 0.0005132282010961 -0.0000575628979974 -0.0003515339702379 0.9999998048535751
1618923616.5644359588623047 -0.0000551389328300 0.0054274715908302 -0.0170238585031323 0.0006342789594997 -0.0000724169744537 -0.0003476695956588 0.9999997357858795
1618923616.8245348930358887 -0.0000606451226691 0.0054348903037454 -0.0170855155554916 0.0007202065920527 -0.0000988620051911 -0.0003296061152842 0.9999996814442331
1618923617.0845358371734619 -0.0000335284143538 0.0054633686822272 -0.0171178118130081 0.0006870699399341 -0.0000952176798409 -0.0003058521859645 0.9999997126614192
1618923617.3445358276367188 -0.0001800550069182 0.0054789555746972 -0.0170181740602985 0.0007302845810266 -0.0001749509777211 -0.0003112098777581 0.9999996696124391
1618923617.6046359539031982 -0.0018979733105960 0.0054700479199015 -0.0169499775567778 0.0007740646745274 -0.0013166263799642 -0.0003119966804163 0.9999987849877199
1618923617.8646359443664551 0.0062124594329989 0.0054982332566608 -0.0172476635403078 0.0009153313260310 -0.0026345771071994 -0.0002136284742995 0.9999960877597940
1618923618.1246368885040283 0.0958371360806629 0.0055658633709486 -0.0167956572350177 0.0006503239423938 -0.0027315886774219 0.0003321609814014 0.9999960025775798
1618923618.3847370147705078 0.2609727734175095 0.0058581302725359 -0.0157689746807335 0.0005874188096627 -0.0030529861982717 0.0016733533016487 0.9999937670321409
1618923618.6447389125823975 0.5216983725181971 0.0076419655688309 -0.0139560262777722 -0.0005417232896849 -0.0043315208515763 0.0056129308487947 0.9999747194155787
1618923618.9047379493713379 0.8970760472791737 0.0146641851570138 -0.0108639865192586 -0.0007598653293692 -0.0042022479277782 0.0123151089120354 0.9999150472962740
1618923619.1647379398345947 1.4001926632194293 0.0310499312832041 -0.0063144190647773 -0.0000047805508803 -0.0048061617279552 0.0208616177269991 0.9997708205845952
1618923619.4248378276824951 2.0425868212004774 0.0645494153039370 -0.0000430631937701 -0.0008061239621253 -0.0058954188613239 0.0316242779229107 0.9994821155210597
1618923619.6848378181457520 2.8198373180493541 0.1230141164563551 0.0075254759234909 -0.0028412757753888 -0.0041956398261934 0.0438391001589939 0.9990257539501471
1618923619.9448428153991699 3.7315193441814518 0.2150201445401217 0.0118041422377153 -0.0055974140733177 -0.0016507543046220 0.0557434700259351 0.9984280692745859
1618923620.2049398422241211 4.7687203673974086 0.3423606402173164 0.0173900490818614 -0.0040381852192395 -0.0045314673230204 0.0659130341975304 0.9978069105728333
1618923620.4649388790130615 5.9159199841883758 0.5051198144273643 0.0306853556336785 -0.0064867896780478 -0.0081822010282772 0.0741877238149218 0.9971896282960221
1618923620.7249388694763184 7.1551911439108089 0.6989122473078585 0.0450740502429195 -0.0006152834568757 -0.0041773281801220 0.0805751245260059 0.9967395952118874
1618923620.9850399494171143 8.4867715062579840 0.9227878196197585 0.0539667639516623 0.0024798112717770 -0.0027574852622683 0.0858471903179736 0.9963014135920870
1618923621.2450399398803711 9.8964682300420392 1.1738674534487399 0.0600768526838988 0.0066217950987616 -0.0016555653825288 0.0901746685093450 0.9959025756027351
1618923621.5050399303436279 11.3949832556008150 1.4504980510584395 0.0664229763931551 0.0116187468063268 -0.0012986705807856 0.0923087875461385 0.9956617929393148
1618923621.7650399208068848 12.9907127969084666 1.7461146837196866 0.0662051025578632 0.0202005875546593 0.0026423538060818 0.0896641376374228 0.9957636751009468
1618923622.0251419544219971 14.6847444988916394 2.0405229275197070 0.0668601318263439 0.0158574576168216 -0.0021192807864117 0.0815526409559679 0.9965406245808449
1618923622.2851400375366211 16.4811169882625670 2.3159738379402910 0.0908703500621507 0.0196948829206448 -0.0094139032295781 0.0704070121881968 0.9972794706838464
1618923622.5451438426971436 18.3667146728785262 2.5602533411889148 0.1217194466618658 0.0124229994052655 -0.0051551919605063 0.0587424290420301 0.9981825585091464
1618923622.8052430152893066 20.3527200306743161 2.7728332026119857 0.1371857248576669 0.0119918905627155 -0.0023637461677251 0.0478313829299944 0.9987806396160206
1618923623.0652418136596680 22.4324260344905788 2.9549855706722625 0.1477102366858746 0.0126689023899091 -0.0032911720508103 0.0398619231815322 0.9991194594136539
1618923623.3252408504486084 24.5964910568065918 3.1155499837490881 0.1688971336007646 0.0152959178980769 -0.0056499603366653 0.0344341221835526 0.9992739384539620
1618923623.5852408409118652 26.8179661887282279 3.2583087896046075 0.1885140894540289 0.0189980994215228 -0.0022286830986245 0.0297293816319066 0.9993749391783823
1618923623.8453419208526611 29.0875424666105538 3.3848055861196884 0.2005243801139913 0.0211057511331861 -0.0023442418930923 0.0262544451878737 0.9994297153411653
1618923624.1053450107574463 31.3914292788099942 3.4994059946609859 0.2146338780729515 0.0220567041806680 -0.0026461741031760 0.0236178709798347 0.9994742096390854
1618923624.3653438091278076 33.7314511291335108 3.6038391928392244 0.2286287346442737 0.0227329899690544 -0.0028087026258842 0.0209905795846829 0.9995172424352243
1618923624.6254429817199707 36.1124386349737705 3.6968196719714967 0.2414104389092711 0.0229066076674206 -0.0015314644412342 0.0179967009785304 0.9995744397971132
1618923624.8854429721832275 38.5466712726238825 3.7753373431209463 0.2475319906919315 0.0227612828258886 -0.0006829296826260 0.0141710551748681 0.9996402546948506
1618923625.1454429626464844 41.0284346594088518 3.8367474105492461 0.2503811085122888 0.0230976686541546 0.0001599047954610 0.0105490283791203 0.9996775430774886
1618923625.4055440425872803 43.5572062747988369 3.8830741584926920 0.2477835011680126 0.0220495677402093 0.0007033489414565 0.0078206966706909 0.9997260417565966
1618923625.6655428409576416 46.1229235377823983 3.9171286944377046 0.2486802266987259 0.0214966643887506 -0.0004842396693732 0.0053347633083788 0.9997545694982017
1618923625.9255468845367432 48.7174163667383624 3.9408233692683554 0.2536710974810995 0.0221629229999808 -0.0005082072511685 0.0038565237775540 0.9997468048430210
1618923626.1855440139770508 51.3354110418094294 3.9577654715844321 0.2591888660460736 0.0203403788267550 0.0000215686011652 0.0025742215376673 0.9997897988614632
1618923626.4456448554992676 53.9823696176288834 3.9692908935995050 0.2630424515266234 0.0207640120722515 -0.0021507113234097 0.0017064885509005 0.9997806350096410
1618923626.7056448459625244 56.6419116812251815 3.9780837107350484 0.2806248952911266 0.0233487850090674 -0.0023115158699804 0.0017782915027167 0.9997231260765672
1618923626.9656448364257812 59.3145861382005037 3.9897105777367474 0.2909612972044608 0.0252474575980969 -0.0007476913449863 0.0026702842336193 0.9996773861724512
1618923627.2257459163665771 62.0041421476990919 4.0060051131538135 0.3107486412062320 0.0264362293418859 -0.0063052669506339 0.0036386038059403 0.9996239942844477
1618923627.4857478141784668 64.6817086825901839 4.0273440311813058 0.3349695795042078 0.0270970588362424 0.0012258598965171 0.0044624955554359 0.9996220949955743
1618923627.7457458972930908 67.3631935972090190 4.0536289195189488 0.3293038331596824 0.0262300735923798 0.0015301943546485 0.0052545919223627 0.9996409510460701
1618923628.0057530403137207 70.0375810892369515 4.0835035995877451 0.3268755402706512 0.0252500092377670 0.0003710814800204 0.0058707824280458 0.9996638601278414
1618923628.2657458782196045 72.6978475005677183 4.1155750031696048 0.3295316530504682 0.0259409125635438 0.0011763196750267 0.0057918767328343 0.9996460070901551
1618923628.5257480144500732 75.3504754298268153 4.1425111083699564 0.3259120464615773 0.0252697046878838 0.0011352175805313 0.0042461686146670 0.9996710075610430
1618923628.7857468128204346 77.9937022174160148 4.1620947405060624 0.3237370448694866 0.0246240844378295 0.0011747458471661 0.0030680209491024 0.9996913832204571
1618923629.0457479953765869 80.6286199669600165 4.1756130031148730 0.3197312966291685 0.0215975846498367 0.0017190544451725 0.0020702245474536 0.9997631236244980
1618923629.3057479858398438 83.2547505855077503 4.1849286439422411 0.3162190217505582 0.0235130981515492 -0.0002236878113497 0.0011739717264698 0.9997228145688423
1618923629.5668468475341797 85.8748205863056455 4.1900048921625261 0.3188508665812407 0.0259367249164232 0.0009977671296518 0.0007505519191817 0.9996628068669774
1618923629.8258478641510010 88.4621549862745837 4.1914728557400567 0.3167815946379763 0.0267826486966956 0.0009654060266496 -0.0001860162297869 0.9996407970455885
1618923630.0858488082885742 91.0504888431978827 4.1884411730620483 0.3157625688905691 0.0271797687759939 0.0000077629734506 -0.0010295570514816 0.9996300316223407
1618923630.3458490371704102 93.6297694350259491 4.1810641608371846 0.3170766571042549 0.0260993583852169 -0.0000594714894254 -0.0018399350392813 0.9996576586982439
1618923630.6058490276336670 96.2052562653330199 4.1700108108825784 0.3175735275601343 0.0252478747362172 -0.0000705667052454 -0.0024345925889180 0.9996782545402055
1618923630.8658499717712402 98.7838476761508844 4.1570178665989603 0.3205473861254877 0.0252033420320049 -0.0006947843422271 -0.0025458351927575 0.9996788622094057
1618923631.1258959770202637 101.3625640173338240 4.1464348252728653 0.3247516553764156 0.0265598722284726 0.0000825301433063 -0.0012952084056645 0.9996463818826914
1618923631.3858499526977539 103.9425980251764514 4.1454306181644514 0.3266019141798844 0.0260802646487752 0.0000670456410847 0.0009946614888843 0.9996593549550982
1618923631.6458508968353271 106.5230623431010883 4.1552003119792742 0.3283721276919361 0.0243757300200656 0.0005522128247377 0.0026165706214907 0.9996992909896238
1618923631.9058508872985840 109.1038827213059079 4.1706756429533609 0.3233640743947531 0.0227364531996006 0.0039682167402096 0.0031986493027509 0.9997285009413477
